This file was downloaded on 13 Jan 2026;;;;;;
;;;;;;
Holdings details;;;;;;
Vanguard FTSE All-World UCITS ETF (USD) Distributing;;;;;;
As at 30 Nov 2025;;;;;;
;;;;;;
Ticker;Holding name;% of market value;Sector;Region;Market value;Shares
2587;Suntory Beverage & Food Ltd;0.0033%;Consumer Staples;JP;US$1,700,911.25;53,600
1944;Kinden Corp;0.0033%;Industrials;JP;US$1,703,582.19;41,000
1913;PRADA SpA;0.0033%;Consumer Discretionary;HK;US$1,700,419.24;287,300
SBICARD;SBI Cards & Payment Services Ltd;0.0033%;Financials;IN;US$1,698,210.55;172,585
SAHOL;Haci Omer Sabanci Holding AS;0.0033%;Financials;TR;US$1,694,603.68;879,011
9904;Pou Chen Corp;0.0033%;Consumer Discretionary;TW;US$1,691,604.27;1,735,000
4768;Otsuka Corp;0.0033%;Technology;JP;US$1,691,371.36;85,500
NYKAA;FSN E-Commerce Ventures Ltd;0.0032%;Consumer Discretionary;IN;US$1,687,632.42;564,717
3288;Open House Group Co Ltd;0.0032%;Real Estate;JP;US$1,687,239.99;28,700
6990;Sichuan Kelun-Biotech Biopharmaceutical Co Ltd;0.0032%;Health Care;HK;US$1,682,423.96;28,700
6465;Hoshizaki Corp;0.0032%;Industrials;JP;US$1,678,429.99;49,700
YANSAB;Yanbu National Petrochemical Co;0.0032%;Basic Materials;SA;US$1,676,333.21;206,457
SAE;Shufersal Ltd;0.0032%;Consumer Staples;IL;US$1,676,175.82;139,922
4626;Taiyo Holdings Co Ltd;0.0032%;Basic Materials;JP;US$1,672,284.52;56,000
ANN;Ansell Ltd;0.0032%;Health Care;AU;US$1,661,001.50;67,559
6770;Alps Alpine Co Ltd;0.0032%;Technology;JP;US$1,660,458.19;127,800
4183;Mitsui Chemicals Inc;0.0032%;Basic Materials;JP;US$1,659,652.68;65,800
TWE;Treasury Wine Estates Ltd;0.0032%;Consumer Staples;AU;US$1,660,979.54;435,181
CNA;CNA Financial Corp;0.0032%;Financials;US;US$1,656,960.25;35,443
1951;EXEO Group Inc;0.0032%;Industrials;JP;US$1,654,794.62;105,100
MGDL;Migdal Insurance & Financial Holdings Ltd;0.0032%;Financials;IL;US$1,653,154.44;407,728
7313;TS Tech Co Ltd;0.0032%;Consumer Discretionary;JP;US$1,653,834.35;143,100
4151;Kyowa Kirin Co Ltd;0.0032%;Health Care;JP;US$1,648,592.76;97,800
CHOLAHLD;Cholamandalam Financial Holdings Ltd;0.0032%;Financials;IN;US$1,645,279.53;79,713
600690;Haier Smart Home Co Ltd;0.0032%;Consumer Discretionary;CN;US$1,644,511.56;421,500
AXIA6;Axia Energia;0.0032%;Utilities;BR;US$1,639,620.64;130,700
KDCREIT;Keppel DC REIT;0.0032%;Real Estate;SG;US$1,639,364.27;919,144
000166;Shenwan Hongyuan Group Co Ltd;0.0031%;Financials;CN;US$1,635,495.37;2,244,900
016360;Samsung Securities Co Ltd;0.0031%;Financials;KR;US$1,635,154.25;30,517
9064;Yamato Holdings Co Ltd;0.0031%;Industrials;JP;US$1,633,599.49;113,400
2600;Aluminum Corp of China Ltd;0.0031%;Basic Materials;HK;US$1,630,304.67;1,210,000
600989;Ningxia Baofeng Energy Group Co Ltd;0.0031%;Basic Materials;CN;US$1,624,302.05;637,895
ISDMR;Iskenderun Demir ve Celik AS;0.0031%;Basic Materials;TR;US$1,623,606.14;1,958,400
3769;GMO Payment Gateway Inc;0.0031%;Industrials;JP;US$1,621,133.48;25,197
4631;DIC Corp;0.0031%;Basic Materials;JP;US$1,625,675.10;65,400
TITR;Telecom Italia SpA/Milano;0.0031%;Telecommunications;IT;US$1,625,635.21;2,543,111
AMUN;Amundi SA;0.0031%;Financials;FR;US$1,623,820.64;20,278
ITCHOTEL;New Issuer: BB Company ID:183206;0.0031%;Consumer Discretionary;IN;US$1,623,876.04;695,983
HOLMB;Holmen AB;0.0031%;Basic Materials;SE;US$1,618,962.00;44,183
PINFRA*;Promotora y Operadora de Infraestructura SAB de CV;0.0031%;Industrials;MX;US$1,613,646.28;117,626
6674;GS Yuasa Corp;0.0031%;Consumer Discretionary;JP;US$1,614,317.21;60,600
780;Tongcheng Travel Holdings Ltd;0.0031%;Consumer Discretionary;HK;US$1,614,944.51;573,600
168;Tsingtao Brewery Co Ltd;0.0031%;Consumer Staples;HK;US$1,613,840.91;238,873
AGL;AGL Energy Ltd;0.0031%;Utilities;AU;US$1,608,958.06;261,003
SRCM;Shree Cement Ltd;0.0031%;Industrials;IN;US$1,609,426.76;5,453
EDV;Endeavour Group Ltd/Australia;0.0031%;Consumer Staples;AU;US$1,600,910.22;659,772
MBK;mBank SA;0.0031%;Financials;PL;US$1,603,964.94;5,699
1910;Samsonite International SA;0.0031%;Consumer Discretionary;HK;US$1,598,387.54;647,135
1929;Chow Tai Fook Jewellery Group Ltd;0.0031%;Consumer Discretionary;HK;US$1,595,445.44;910,000
MMHD;Menora Mivtachim Holdings Ltd;0.0031%;Financials;IL;US$1,595,319.91;14,407
GPL;Godrej Properties Ltd;0.0031%;Real Estate;IN;US$1,596,597.17;67,536
2912;President Chain Store Corp;0.0031%;Consumer Staples;TW;US$1,594,886.09;209,000
3086;J Front Retailing Co Ltd;0.0031%;Consumer Discretionary;JP;US$1,587,053.19;109,900
002371;NAURA Technology Group Co Ltd;0.0031%;Technology;CN;US$1,585,341.67;26,190
601985;China National Nuclear Power Co Ltd;0.0031%;Utilities;CN;US$1,586,471.12;1,299,500
REY;Reply SpA;0.0031%;Technology;IT;US$1,587,742.39;11,938
1504;Teco Electric and Machinery Co Ltd;0.003%;Industrials;TW;US$1,576,001.27;564,000
688271;Shanghai United Imaging Healthcare Co Ltd;0.003%;Health Care;CN;US$1,573,901.22;83,590
600320;Shanghai Zhenhua Heavy Industries Co Ltd;0.003%;Industrials;CN;US$1,575,813.10;2,453,600
601375;Central China Securities Co Ltd;0.003%;Financials;CN;US$1,572,694.67;2,597,500
TPW;Torrent Power Ltd;0.003%;Utilities;IN;US$1,570,037.42;106,836
GCARSOA1;Grupo Carso SAB de CV;0.003%;Industrials;MX;US$1,564,289.79;229,600
MARK;Masraf Al Rayan QSC;0.003%;Financials;QA;US$1,566,463.56;2,615,082
5444;Yamato Kogyo Co Ltd;0.003%;Basic Materials;JP;US$1,566,248.00;23,400
NTGY;Naturgy Energy Group SA;0.003%;Utilities;ES;US$1,562,403.50;50,764
UI;Ubiquiti Inc;0.003%;Telecommunications;US;US$1,562,098.11;2,679
9899;Cloud Music Inc;0.003%;Consumer Discretionary;HK;US$1,559,625.46;62,850
1942;Kandenko Co Ltd;0.003%;Industrials;JP;US$1,556,852.29;49,100
JKCE;JK Cement Ltd;0.003%;Industrials;IN;US$1,552,868.82;24,123
8955;Japan Prime Realty Investment Corp;0.003%;Real Estate;JP;US$1,551,755.21;2,278
PAG;Page Industries Ltd;0.003%;Consumer Discretionary;IN;US$1,544,409.85;3,605
STM;Seatrium Ltd;0.003%;Industrials;SG;US$1,547,566.73;932,247
YKBNK;Yapi ve Kredi Bankasi AS;0.003%;Financials;TR;US$1,537,786.24;1,850,680
MODON;Modon Holding PSC;0.003%;Real Estate;AE;US$1,542,140.61;1,737,439
ASAI3;Sendas Distribuidora S/A;0.0029%;Consumer Staples;BR;US$1,527,768.87;863,828
300476;Victory Giant Technology Huizhou Co Ltd;0.0029%;Technology;CN;US$1,531,769.22;40,000
ABB;ABB India Ltd;0.0029%;Industrials;IN;US$1,526,219.29;26,380
VMM;Vishal Mega Mart Ltd;0.0029%;Consumer Discretionary;IN;US$1,526,370.90;1,005,376
002916;Shennan Circuits Co Ltd;0.0029%;Technology;CN;US$1,521,477.73;55,000
GNP;Glenmark Pharmaceuticals Ltd;0.0029%;Health Care;IN;US$1,517,621.51;69,750
CDB;CELCOMDIGI BHD;0.0029%;Telecommunications;MY;US$1,518,840.41;1,913,600
CENOMICE;Arabian Centres Co;0.0029%;Real Estate;SA;US$1,513,438.92;284,591
LTM;Latam Airlines Group SA;0.0029%;Consumer Discretionary;US;US$1,510,756.52;31,324
HIK;Hikma Pharmaceuticals PLC;0.0029%;Health Care;GB;US$1,508,439.41;73,259
6526;Socionext Inc;0.0029%;Technology;JP;US$1,506,347.97;105,600
NXSN;Next Vision Stabilized Systems Ltd;0.0029%;Industrials;IL;US$1,505,287.20;34,855
960;Longfor Group Holdings Ltd;0.0029%;Real Estate;HK;US$1,501,895.81;1,203,000
AIRARABI;Air Arabia PJSC;0.0029%;Consumer Discretionary;AE;US$1,502,957.62;1,283,753
BLSTR;Blue Star Ltd;0.0029%;Industrials;IN;US$1,502,753.64;76,140
SALIK;Salik Co PJSC;0.0029%;Industrials;AE;US$1,499,879.65;959,727
WARBABAN;Warba Bank KSCP;0.0029%;Financials;KW;US$1,497,488.18;1,579,567
6936;SF Holding Co Ltd;0.0029%;Industrials;HK;US$1,498,186.40;326,000
WHC;Whitehaven Coal Ltd;0.0029%;Energy;AU;US$1,495,631.39;329,094
2395;Advantech Co Ltd;0.0029%;Technology;TW;US$1,495,480.26;162,971
097955;CJ CheilJedang Corp;0.0029%;Consumer Staples;KR;US$1,492,534.05;15,952
BIOS;Biocon Ltd;0.0029%;Health Care;IN;US$1,485,225.69;333,500
SIEM;Siemens Ltd;0.0029%;Industrials;IN;US$1,484,299.65;40,269
AYV;Ayvens SA;0.0028%;Consumer Discretionary;FR;US$1,478,337.46;114,759
3064;MonotaRO Co Ltd;0.0028%;Consumer Discretionary;JP;US$1,476,425.83;100,500
5332;TOTO Ltd;0.0028%;Industrials;JP;US$1,473,432.87;56,300
TCELL;Turkcell Iletisim Hizmetleri AS;0.0028%;Telecommunications;TR;US$1,468,943.65;667,070
9896;MINISO Group Holding Ltd;0.0028%;Consumer Discretionary;HK;US$1,462,101.51;292,932
8954;Orix JREIT Inc;0.0028%;Real Estate;JP;US$1,461,849.41;2,128
5406;Kobe Steel Ltd;0.0028%;Basic Materials;JP;US$1,462,654.60;116,900
8984;Daiwa House REIT Investment Corp;0.0028%;Real Estate;JP;US$1,463,638.58;1,613
2409;AUO Corp;0.0028%;Technology;TW;US$1,454,980.40;3,936,600
KLBN11;Klabin SA;0.0028%;Basic Materials;BR;US$1,449,891.08;436,700
6969;Smoore International Holdings Ltd;0.0028%;Consumer Staples;HK;US$1,452,039.66;850,000
LEN/B;Lennar Corp;0.0028%;Consumer Discretionary;US;US$1,439,699.91;11,649
670;China Eastern Airlines Corp Ltd;0.0028%;Consumer Discretionary;HK;US$1,438,501.85;2,440,000
6471;NSK Ltd;0.0028%;Consumer Discretionary;JP;US$1,440,169.69;244,600
7731;Nikon Corp;0.0028%;Consumer Discretionary;JP;US$1,442,421.66;124,600
6409;Voltronic Power Technology Corp;0.0028%;Industrials;TW;US$1,441,452.92;39,000
AZJ;Aurizon Holdings Ltd;0.0027%;Industrials;AU;US$1,428,243.31;608,342
272210;Hanwha Systems Co Ltd;0.0027%;Industrials;KR;US$1,432,729.34;45,607
914;Anhui Conch Cement Co Ltd;0.0027%;Industrials;HK;US$1,431,863.95;476,000
3808;Sinotruk Hong Kong Ltd;0.0027%;Industrials;HK;US$1,430,228.88;411,500
MBRF3;MBRF Global Foods Company SA;0.0027%;Consumer Staples;BR;US$1,423,807.60;393,569
3038;Kobe Bussan Co Ltd;0.0027%;Consumer Staples;JP;US$1,423,974.37;58,600
000815;Samsung Fire & Marine Insurance Co Ltd;0.0027%;Financials;KR;US$1,425,002.55;5,664
4403;NOF Corp;0.0027%;Basic Materials;JP;US$1,425,593.08;70,200
1548;Genscript Biotech Corp;0.0027%;Health Care;HK;US$1,424,815.04;744,000
002463;WUS Printed Circuit Kunshan Co Ltd;0.0027%;Technology;CN;US$1,427,522.48;145,300
UTG;UNITE Group PLC/The;0.0027%;Real Estate;GB;US$1,423,385.14;203,457
APR;Apar Industries Ltd;0.0027%;Industrials;IN;US$1,427,160.64;13,937
2845;Far Eastern International Bank;0.0027%;Financials;TW;US$1,420,548.93;3,538,407
6302;Sumitomo Heavy Industries Ltd;0.0027%;Industrials;JP;US$1,418,212.11;52,000
MINT/F;Minor International PCL;0.0027%;Consumer Discretionary;TH;US$1,419,697.34;2,077,598
;Engie SA;0.0027%;Utilities;FR;US$1,416,639.49;55,738
IOI;IOI Corp Bhd;0.0027%;Consumer Staples;MY;US$1,417,379.31;1,468,000
TTB/F;TMBThanachart Bank PCL;0.0027%;Financials;TH;US$1,414,465.50;23,595,190
CBK;Canara Bank;0.0027%;Financials;IN;US$1,409,479.21;831,735
BBDC3;Banco Bradesco SA;0.0027%;Financials;BR;US$1,402,736.31;447,736
600111;China Northern Rare Earth Group High-Tech Co Ltd;0.0027%;Basic Materials;CN;US$1,402,400.64;220,300
PEP;PPB Group Bhd;0.0027%;Consumer Staples;MY;US$1,403,144.83;527,136
8253;Credit Saison Co Ltd;0.0027%;Industrials;JP;US$1,404,207.63;55,800
522;ASMPT Ltd;0.0027%;Technology;HK;US$1,401,652.01;144,923
PIRC;Pirelli & C SpA;0.0027%;Consumer Discretionary;IT;US$1,392,917.96;200,371
AMV0;Aumovio SE;0.0027%;Consumer Discretionary;DE;US$1,386,631.50;32,205
136;China Ruyi Holdings Ltd;0.0027%;Consumer Discretionary;HK;US$1,390,614.15;4,437,199
ALX;Atlas Arteria Ltd;0.0027%;Industrials;AU;US$1,383,500.18;423,622
IFL;Insignia Financial Ltd;0.0027%;Financials;AU;US$1,383,489.42;463,653
4958;Zhen Ding Technology Holding Ltd;0.0027%;Technology;TW;US$1,376,883.86;297,000
3533;Lotes Co Ltd;0.0027%;Technology;TW;US$1,377,409.59;33,000
8439;Tokyo Century Corp;0.0027%;Consumer Discretionary;JP;US$1,381,140.98;109,100
CPLE5;Cia Paranaense de Energia - Copel;0.0026%;Utilities;BR;US$1,375,861.84;512,300
3702;WPG Holdings Ltd;0.0026%;Technology;TW;US$1,373,181.46;631,000
5901;Toyo Seikan Group Holdings Ltd;0.0026%;Industrials;JP;US$1,374,943.93;57,600
2579;Coca-Cola Bottlers Japan Holdings Inc;0.0026%;Consumer Staples;JP;US$1,371,335.47;74,150
006405;Samsung SDI Co Ltd;0.0026%;Industrials;KR;US$1,373,025.53;11,376
T;Telekom Malaysia Bhd;0.0026%;Telecommunications;MY;US$1,370,102.78;763,066
SPK;Spark New Zealand Ltd;0.0026%;Telecommunications;NZ;US$1,369,277.99;1,055,440
3998;Bosideng International Holdings Ltd;0.0026%;Consumer Discretionary;HK;US$1,365,885.74;2,144,000
600031;Sany Heavy Industry Co Ltd;0.0026%;Industrials;CN;US$1,369,144.78;476,300
GENTERA*;Gentera SAB de CV;0.0026%;Financials;MX;US$1,367,081.62;581,200
600623;Shanghai Huayi Group Co Ltd;0.0026%;Consumer Discretionary;CN;US$1,370,554.33;1,242,100
161390;Hankook Tire & Technology Co Ltd;0.0026%;Consumer Discretionary;KR;US$1,367,498.39;32,701
MCY;Mercury NZ Ltd;0.0026%;Utilities;NZ;US$1,362,347.42;373,148
FBU;Fletcher Building Ltd;0.0026%;Industrials;NZ;US$1,362,841.14;708,681
ENRIN;Siemens Energy India Ltd;0.0026%;Industrials;IN;US$1,365,324.46;38,652
2610;China Airlines Ltd;0.0026%;Consumer Discretionary;TW;US$1,363,606.82;2,229,000
600585;Anhui Conch Cement Co Ltd;0.0026%;Industrials;CN;US$1,356,980.88;419,800
3269;Advance Residence Investment Corp;0.0026%;Real Estate;JP;US$1,350,818.33;1,232
916;China Longyuan Power Group Corp Ltd;0.0026%;Utilities;HK;US$1,352,918.21;1,531,000
SECO;Saudi Electricity Co;0.0026%;Utilities;SA;US$1,345,077.23;357,618
ARBP;Aurobindo Pharma Ltd;0.0026%;Health Care;IN;US$1,342,043.19;97,858
TADAWULG;Saudi Tadawul Group Holding Co;0.0026%;Financials;SA;US$1,341,696.57;29,889
13;HUTCHMED China Ltd;0.0026%;Health Care;HK;US$1,339,745.17;464,000
390;China Railway Group Ltd;0.0026%;Industrials;HK;US$1,344,414.05;2,677,000
SNP;OMV Petrom SA;0.0026%;Energy;RO;US$1,338,689.35;6,404,030
3350;Red Planet Japan Inc;0.0026%;Financials;JP;US$1,337,263.70;521,700
ALARKAN;Dar Al Arkan Real Estate Development Co;0.0026%;Real Estate;SA;US$1,331,248.28;318,502
7951;Yamaha Corp;0.0026%;Consumer Discretionary;JP;US$1,333,574.50;192,600
6856;Horiba Ltd;0.0026%;Industrials;JP;US$1,333,880.17;14,400
ALKEM;Alkem Laboratories Ltd;0.0026%;Health Care;IN;US$1,331,388.58;20,948
1099;Sinopharm Group Co Ltd;0.0026%;Consumer Staples;HK;US$1,333,580.46;518,100
COV;Covivio SA/France;0.0026%;Real Estate;FR;US$1,329,763.62;20,571
H2O;Societatea De Producere A Energiei Electrice in Hidrocentrale Hidroelectrica SA;0.0026%;Utilities;RO;US$1,326,493.42;47,502
APAT;APL Apollo Tubes Ltd;0.0026%;Basic Materials;IN;US$1,325,636.59;68,983
6181;Laopu Gold Co Ltd;0.0025%;Consumer Discretionary;HK;US$1,321,574.45;15,300
8252;Marui Group Co Ltd;0.0025%;Financials;JP;US$1,317,593.08;64,800
600309;Wanhua Chemical Group Co Ltd;0.0025%;Basic Materials;CN;US$1,315,063.76;138,500
MFT;Mainfreight Ltd;0.0025%;Industrials;NZ;US$1,313,479.42;34,049
AAF;Airtel Africa PLC;0.0025%;Telecommunications;GB;US$1,313,472.09;318,951
006260;LS Corp;0.0025%;Industrials;KR;US$1,312,934.89;10,793
PNB;Punjab National Bank;0.0025%;Financials;IN;US$1,309,489.88;940,808
6368;Organo Corp;0.0025%;Industrials;JP;US$1,308,907.40;15,300
CRIN;Coromandel International Ltd;0.0025%;Basic Materials;IN;US$1,311,270.18;49,238
JD/;JD Sports Fashion PLC;0.0025%;Consumer Discretionary;GB;US$1,305,614.43;1,275,394
KEII;KEI Industries Ltd;0.0025%;Industrials;IN;US$1,307,580.57;28,213
285;BYD Electronic International Co Ltd;0.0025%;Telecommunications;HK;US$1,307,557.54;307,000
1882;Haitian International Holdings Ltd;0.0025%;Industrials;HK;US$1,303,213.63;465,000
BOQ;Bank of Queensland Ltd;0.0025%;Financials;AU;US$1,303,676.84;308,683
QNNS;Qatar Navigation QSC;0.0025%;Industrials;QA;US$1,301,338.54;427,633
9007;Odakyu Electric Railway Co Ltd;0.0025%;Consumer Discretionary;JP;US$1,302,887.22;114,900
003490;Korean Air Lines Co Ltd;0.0025%;Consumer Discretionary;KR;US$1,298,876.38;87,423
8233;Takashimaya Co Ltd;0.0025%;Consumer Discretionary;JP;US$1,301,280.36;120,800
5233;Taiheiyo Cement Corp;0.0025%;Industrials;JP;US$1,299,016.34;53,500
5711;Mitsubishi Materials Corp;0.0025%;Industrials;JP;US$1,300,152.52;64,800
3226;Mitsui Fudosan Accommodations Fund Inc;0.0025%;Real Estate;JP;US$1,303,024.67;1,530
148;Kingboard Holdings Ltd;0.0025%;Basic Materials;HK;US$1,293,370.84;386,700
6415;Silergy Corp;0.0025%;Technology;TW;US$1,296,447.35;198,000
MMFS;Mahindra & Mahindra Financial Services Ltd;0.0025%;Financials;IN;US$1,296,880.27;311,961
MF;Wendel SE;0.0025%;Financials;FR;US$1,289,239.65;13,817
7867;Tomy Co Ltd;0.0025%;Consumer Discretionary;JP;US$1,290,755.53;69,600
000001;Ping An Bank Co Ltd;0.0025%;Financials;CN;US$1,286,960.11;783,588
MEGACPO;Megacable Holdings SAB de CV;0.0025%;Telecommunications;MX;US$1,285,707.64;453,400
036570;NCSoft Corp;0.0025%;Consumer Discretionary;KR;US$1,287,430.73;9,016
601919;COSCO SHIPPING Holdings Co Ltd;0.0025%;Industrials;CN;US$1,282,543.45;620,550
BOB;Bank of Baroda;0.0025%;Financials;IN;US$1,278,382.57;394,576
MPACT;Mapletree Pan Asia Commercial Trust;0.0025%;Real Estate;SG;US$1,279,780.21;1,135,279
600196;Shanghai Fosun Pharmaceutical Group Co Ltd;0.0025%;Health Care;CN;US$1,281,862.23;334,000
002384;Suzhou Dongshan Precision Manufacturing Co Ltd;0.0025%;Basic Materials;CN;US$1,275,253.89;120,100
ENKAI;Enka Insaat ve Sanayi AS;0.0025%;Industrials;TR;US$1,274,786.55;682,067
006800;Mirae Asset Securities Co Ltd;0.0025%;Financials;KR;US$1,275,386.87;85,842
PARKIN;Parkin Co PJSC;0.0024%;Industrials;AE;US$1,270,317.27;833,158
002714;Muyuan Foods Co Ltd;0.0024%;Consumer Staples;CN;US$1,258,485.42;175,294
THBEV;Thai Beverage PCL;0.0024%;Consumer Staples;SG;US$1,256,395.78;3,499,400
SATS;SATS Ltd;0.0024%;Consumer Discretionary;SG;US$1,259,182.64;479,656
UGPA3;Ultrapar Participacoes SA;0.0024%;Energy;BR;US$1,256,054.05;305,200
DNL;Incitec Pivot Ltd;0.0024%;Basic Materials;AU;US$1,254,361.76;560,915
1519;Fortune Electric Co Ltd;0.0024%;Industrials;TW;US$1,251,234.67;56,100
4203;Sumitomo Bakelite Co Ltd;0.0024%;Industrials;JP;US$1,246,487.66;38,200
4887;Sawai Group Holdings Co Ltd;0.0024%;Health Care;JP;US$1,249,784.04;98,400
2367;Giant Biogene Holding Co ltd;0.0024%;Consumer Staples;HK;US$1,249,124.54;268,800
6886;Huatai Securities Co Ltd;0.0024%;Financials;HK;US$1,247,124.69;530,580
6481;THK Co Ltd;0.0024%;Industrials;JP;US$1,248,005.77;48,700
3309;Sekisui House Reit Inc;0.0024%;Real Estate;JP;US$1,243,606.54;2,438
CPF/F;Charoen Pokphand Foods PCL;0.0024%;Consumer Staples;TH;US$1,243,032.15;1,971,400
4733;OBIC Business Consultants Co Ltd;0.0024%;Technology;JP;US$1,243,133.39;22,178
OPTIMA;Optima bank SA;0.0024%;Financials;GR;US$1,245,371.56;139,362
AMRT;Sumber Alfaria Trijaya Tbk PT;0.0024%;Consumer Staples;ID;US$1,241,670.37;11,488,900
FDJU;La Francaise des Jeux SAEM;0.0024%;Consumer Discretionary;FR;US$1,238,648.54;43,994
601066;CSC Financial Co Ltd;0.0024%;Financials;CN;US$1,236,527.91;352,600
TLX;Telix Pharmaceuticals Ltd;0.0024%;Health Care;AU;US$1,237,588.28;123,991
KAYNES;Kaynes Technology India Ltd;0.0024%;Technology;IN;US$1,233,427.88;20,096
605499;Eastroc Beverage Group Co Ltd;0.0024%;Consumer Staples;CN;US$1,234,201.60;33,090
CPLE3;Cia Paranaense de Energia - Copel;0.0024%;Utilities;BR;US$1,234,270.44;484,211
HYPE3;Hypera SA;0.0024%;Health Care;BR;US$1,235,372.06;246,300
VPK;Koninklijke Vopak NV;0.0024%;Energy;NL;US$1,234,186.41;27,240
AMP;Amplifon SpA;0.0024%;Health Care;IT;US$1,228,778.20;79,969
6806;Hirose Electric Co Ltd;0.0024%;Technology;JP;US$1,230,079.30;10,891
2799;China CITIC Financial Asset Management Co Ltd;0.0024%;Financials;HK;US$1,230,216.04;9,299,000
9533;Toho Gas Co Ltd;0.0024%;Utilities;JP;US$1,224,858.70;39,200
2618;JD Logistics Inc;0.0024%;Industrials;HK;US$1,223,508.92;782,724
9995;Remegen Co Ltd;0.0024%;Health Care;HK;US$1,223,717.50;102,500
JDSL;Jindal Stainless Ltd;0.0024%;Basic Materials;IN;US$1,223,353.07;141,918
83;Sino Land Co Ltd;0.0024%;Real Estate;HK;US$1,222,934.65;912,000
8227;Shimamura Co Ltd;0.0023%;Consumer Discretionary;JP;US$1,219,032.36;17,000
NEXI;Nexi SpA;0.0023%;Industrials;IT;US$1,216,595.09;260,834
3391;Tsuruha Holdings Inc;0.0023%;Consumer Staples;JP;US$1,215,485.42;68,500
443060;HD Hyundai Marine Solution Co Ltd;0.0023%;Industrials;KR;US$1,214,809.78;9,600
1717;Eternal Materials Co Ltd;0.0023%;Basic Materials;TW;US$1,213,510.89;946,237
7337;Hirogin Holdings Inc;0.0023%;Financials;JP;US$1,210,618.39;122,000
6239;Powertech Technology Inc;0.0023%;Technology;TW;US$1,210,578.30;242,000
EBO;EBOS Group Ltd;0.0023%;Health Care;NZ;US$1,210,491.26;73,989
600919;Bank of Jiangsu Co Ltd;0.0023%;Financials;CN;US$1,204,700.56;794,400
ALUP11;Alupar Investimento SA;0.0023%;Utilities;BR;US$1,204,898.94;189,800
179;Johnson Electric Holdings Ltd;0.0023%;Industrials;HK;US$1,207,986.86;314,125
601600;Aluminum Corp of China Ltd;0.0023%;Basic Materials;CN;US$1,205,781.62;811,000
9001;Tobu Railway Co Ltd;0.0023%;Industrials;JP;US$1,208,476.13;71,800
ATHM;Autohome Inc;0.0023%;Technology;US;US$1,204,441.92;50,692
8304;Aozora Bank Ltd;0.0023%;Financials;JP;US$1,202,470.36;77,700
ALI;Ayala Land Inc;0.0023%;Real Estate;PH;US$1,201,082.02;3,461,300
POWERIND;Hitachi Energy India Ltd;0.0023%;Industrials;IN;US$1,203,558.91;4,881
ROCKB;ROCKWOOL A/S;0.0023%;Industrials;DK;US$1,204,244.89;35,640
GRUMAB;Gruma SAB de CV;0.0023%;Consumer Staples;MX;US$1,203,708.30;68,165
PCHEM;Petronas Chemicals Group Bhd;0.0023%;Basic Materials;MY;US$1,199,491.83;1,652,300
LOTB;Lotus Bakeries NV;0.0023%;Consumer Staples;BE;US$1,194,693.36;133
MPHC;Mesaieed Petrochemical Holding Co;0.0023%;Basic Materials;QA;US$1,198,147.13;3,715,889
RIYADHCA;Riyadh Cables Group Co;0.0023%;Industrials;SA;US$1,197,423.66;36,670
DABUR;Dabur India Ltd;0.0023%;Consumer Staples;IN;US$1,194,437.83;206,493
000547;Addsino Co Ltd;0.0023%;Industrials;CN;US$1,198,115.56;626,900
1721;COMSYS Holdings Corp;0.0023%;Industrials;JP;US$1,194,253.12;43,300
6460;Sega Sammy Holdings Inc;0.0023%;Consumer Discretionary;JP;US$1,197,473.25;69,700
002938;Avary Holding Shenzhen Co Ltd;0.0023%;Technology;CN;US$1,194,494.66;187,100
KIMBERA;Kimberly-Clark de Mexico SAB de CV;0.0023%;Consumer Staples;MX;US$1,191,938.99;560,300
ALOS3;Allos SA;0.0023%;Real Estate;BR;US$1,191,154.18;224,500
2371;Kakaku.com Inc;0.0023%;Technology;JP;US$1,192,971.48;80,800
